url,type,status,final_url,title,meta_description,h1,canonical,canonical_match,og_title,og_description,title_length,meta_desc_length,issues
https://koncarelektro.rs/uporedite/,page,200,,"Uporedite - Končar Elektro -trgovina električnog, ručnog alata i pribora",,No products were added to the compare table,https://koncarelektro.rs/?page_id=2917,MISMATCH,"Uporedite - Končar Elektro -trgovina električnog, ručnog alata i pribora",,72,0,TITLE_TOO_LONG|NO_META_DESC|CANONICAL_MISMATCH
https://koncarelektro.rs/reklamacije/,page,200,,"Reklamacije - Končar Elektro -trgovina električnog, ručnog alata i pribora",,Reklamacije,https://koncarelektro.rs/?page_id=5294,MISMATCH,"Reklamacije - Končar Elektro -trgovina električnog, ručnog alata i pribora",,74,0,TITLE_TOO_LONG|NO_META_DESC|CANONICAL_MISMATCH
https://koncarelektro.rs/pravo-na-odustajanje/,page,200,,"Pravo na odustajanje - Končar Elektro -trgovina električnog, ručnog alata i pribora",,Pravo na odustajanje,https://koncarelektro.rs/?page_id=5292,MISMATCH,"Pravo na odustajanje - Končar Elektro -trgovina električnog, ručnog alata i pribora",,83,0,TITLE_TOO_LONG|NO_META_DESC|CANONICAL_MISMATCH
https://koncarelektro.rs/akcija/,page,200,,"Akcija - Končar Elektro -trgovina električnog, ručnog alata i pribora",,,https://koncarelektro.rs/?page_id=5419,MISMATCH,"Akcija - Končar Elektro -trgovina električnog, ručnog alata i pribora",,69,0,TITLE_TOO_LONG|NO_META_DESC|NO_H1|CANONICAL_MISMATCH
https://koncarelektro.rs/nacini-isporuke/,page,200,,"Načini isporuke - Končar Elektro -trgovina električnog, ručnog alata i pribora",,Načini isporuke,https://koncarelektro.rs/?page_id=5288,MISMATCH,"Načini isporuke - Končar Elektro -trgovina električnog, ručnog alata i pribora",,78,0,TITLE_TOO_LONG|NO_META_DESC|CANONICAL_MISMATCH
https://koncarelektro.rs/uslovi-koriscenja/,page,200,,"Uslovi korišćenja - Končar Elektro -trgovina električnog, ručnog alata i pribora",,Uslovi korišćenja,https://koncarelektro.rs/?page_id=5265,MISMATCH,"Uslovi korišćenja - Končar Elektro -trgovina električnog, ručnog alata i pribora",,80,0,TITLE_TOO_LONG|NO_META_DESC|CANONICAL_MISMATCH
https://koncarelektro.rs/yith-compare/,page,200,,"Compare - Končar Elektro -trgovina električnog, ručnog alata i pribora",,Compare,http://koncarelektro.rs/yith-compare/,MISMATCH,"Compare - Končar Elektro -trgovina električnog, ručnog alata i pribora",,70,0,TITLE_TOO_LONG|NO_META_DESC|CANONICAL_MISMATCH
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/sds-plus-prihvatna-drska-za-steznu-glavu-1-2-20-unf-bosch/,product,200,,"SDS plus prihvatna drška za steznu glavu 1/2&quot;-20 UNF BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora",Pogledajte SDS plus prihvatna drška za steznu glavu 1/2&quot;-20 UNF BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.,SDS plus prihvatna drška za steznu glavu 1/2&#8243;-20 UNF BOSCH,https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/sds-plus-prihvatna-drska-za-steznu-glavu-1-2-20-unf-bosch/,OK,"SDS plus prihvatna drška za steznu glavu 1/2&quot;-20 UNF BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora",Pogledajte SDS plus prihvatna drška za steznu glavu 1/2&quot;-20 UNF BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.,149,155,TITLE_TOO_LONG
https://koncarelektro.rs/lista-zelja/,page,200,,"Lista želja - Končar Elektro -trgovina električnog, ručnog alata i pribora",,,https://koncarelektro.rs/?page_id=3855,MISMATCH,"Lista želja - Končar Elektro -trgovina električnog, ručnog alata i pribora",[yith_wcwl_wishlist],74,0,TITLE_TOO_LONG|NO_META_DESC|NO_H1|CANONICAL_MISMATCH
https://koncarelektro.rs/prodavnica/pumpe-za-vodu/oprema-za-pumpe/pumpa-za-vodu-2500-l-h-1-2-3-4-r-3-4-4-m-40-m-30-sec-bosch/,product,200,,"Pumpa za vodu 2500 l/h, 1/2; 3/4&quot;, R 3/4&quot;, 4 m, 40 m, 30 Sec BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Pumpa za vodu 2500 l/h, 1/2; 3/4&quot;, R 3/4&quot;, 4 m, 40 m, 30 Sec BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Pumpa za vodu 2500 l/h, 1/2; 3/4&#8243;, R 3/4&#8243;, 4 m, 40 m, 30 Sec BOSCH",https://koncarelektro.rs/prodavnica/pumpe-za-vodu/oprema-za-pumpe/pumpa-za-vodu-2500-l-h-1-2-3-4-r-3-4-4-m-40-m-30-sec-bosch/,OK,"Pumpa za vodu 2500 l/h, 1/2; 3/4&quot;, R 3/4&quot;, 4 m, 40 m, 30 Sec BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Pumpa za vodu 2500 l/h, 1/2; 3/4&quot;, R 3/4&quot;, 4 m, 40 m, 30 Sec BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",162,168,TITLE_TOO_LONG|META_DESC_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-6-mm-l-132-mm-g-53-mm-bosch/,product,200,,"Glodala za zaobljavanje 8 mm, R1 6 mm, L 13,2 mm, G 53 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 6 mm, L 13,2 mm, G 53 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za zaobljavanje 8 mm, R1 6 mm, L 13,2 mm, G 53 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-6-mm-l-132-mm-g-53-mm-bosch/,OK,"Glodala za zaobljavanje 8 mm, R1 6 mm, L 13,2 mm, G 53 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 6 mm, L 13,2 mm, G 53 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",149,155,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-8-mm-l-152-mm-g-53-mm-bosch/,product,200,,"Glodala za zaobljavanje 8 mm, R1 8 mm, L 15,2 mm, G 53 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 8 mm, L 15,2 mm, G 53 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za zaobljavanje 8 mm, R1 8 mm, L 15,2 mm, G 53 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-8-mm-l-152-mm-g-53-mm-bosch/,OK,"Glodala za zaobljavanje 8 mm, R1 8 mm, L 15,2 mm, G 53 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 8 mm, L 15,2 mm, G 53 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",149,155,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-4-mm-l-105-mm-g-53-mm-bosch/,product,200,,"Glodala za zaobljavanje 8 mm, R1 4 mm, L 10,5 mm, G 53 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 4 mm, L 10,5 mm, G 53 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za zaobljavanje 8 mm, R1 4 mm, L 10,5 mm, G 53 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-4-mm-l-105-mm-g-53-mm-bosch/,OK,"Glodala za zaobljavanje 8 mm, R1 4 mm, L 10,5 mm, G 53 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 4 mm, L 10,5 mm, G 53 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",149,155,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-12-mm-l-19-mm-g-60-mm-bosch/,product,200,,"Glodala za zaobljavanje 8 mm, R1 12 mm, L 19 mm, G 60 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 12 mm, L 19 mm, G 60 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za zaobljavanje 8 mm, R1 12 mm, L 19 mm, G 60 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-12-mm-l-19-mm-g-60-mm-bosch/,OK,"Glodala za zaobljavanje 8 mm, R1 12 mm, L 19 mm, G 60 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 12 mm, L 19 mm, G 60 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",148,154,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-10-mm-l-165-mm-g-57-mm-bosch/,product,200,,"Glodala za zaobljavanje 8 mm, R1 10 mm, L 16,5 mm, G 57 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 10 mm, L 16,5 mm, G 57 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za zaobljavanje 8 mm, R1 10 mm, L 16,5 mm, G 57 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-10-mm-l-165-mm-g-57-mm-bosch/,OK,"Glodala za zaobljavanje 8 mm, R1 10 mm, L 16,5 mm, G 57 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 10 mm, L 16,5 mm, G 57 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",150,156,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-10-mm-l-254-mm-g-56-mm-bosch/,product,200,,"Glodala za kanale 8 mm, D1 10 mm, L 25,4 mm, G 56 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 10 mm, L 25,4 mm, G 56 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za kanale 8 mm, D1 10 mm, L 25,4 mm, G 56 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-10-mm-l-254-mm-g-56-mm-bosch/,OK,"Glodala za kanale 8 mm, D1 10 mm, L 25,4 mm, G 56 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 10 mm, L 25,4 mm, G 56 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",144,150,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-15-mm-l-22-mm-g-66-mm-bosch/,product,200,,"Glodala za zaobljavanje 8 mm, R1 15 mm, L 22 mm, G 66 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 15 mm, L 22 mm, G 66 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za zaobljavanje 8 mm, R1 15 mm, L 22 mm, G 66 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-15-mm-l-22-mm-g-66-mm-bosch/,OK,"Glodala za zaobljavanje 8 mm, R1 15 mm, L 22 mm, G 66 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 15 mm, L 22 mm, G 66 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",148,154,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-glodanje-uz-povrsinu-8-mm-d1-127-mm-l-254-mm-g-68-mm-bosch/,product,200,,"Glodala za glodanje uz površinu 8 mm, D1 12,7 mm, L 25,4 mm, G 68 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za glodanje uz površinu 8 mm, D1 12,7 mm, L 25,4 mm, G 68 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za glodanje uz površinu 8 mm, D1 12,7 mm, L 25,4 mm, G 68 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-glodanje-uz-povrsinu-8-mm-d1-127-mm-l-254-mm-g-68-mm-bosch/,OK,"Glodala za glodanje uz površinu 8 mm, D1 12,7 mm, L 25,4 mm, G 68 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za glodanje uz površinu 8 mm, D1 12,7 mm, L 25,4 mm, G 68 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",160,166,TITLE_TOO_LONG|META_DESC_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-glodanje-uz-povrsinu-8mm-d-95mm-l-254mm-g68mm-bosch/,product,200,,"Glodala za glodanje uz površinu 8mm, D 9,5mm, L 25,4mm, G68mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za glodanje uz površinu 8mm, D 9,5mm, L 25,4mm, G68mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za glodanje uz površinu 8mm, D 9,5mm, L 25,4mm, G68mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-glodanje-uz-povrsinu-8mm-d-95mm-l-254mm-g68mm-bosch/,OK,"Glodala za glodanje uz površinu 8mm, D 9,5mm, L 25,4mm, G68mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za glodanje uz površinu 8mm, D 9,5mm, L 25,4mm, G68mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",153,159,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-3-mm-l-102-mm-g-53-mm-bosch/,product,200,,"Glodala za zaobljavanje 8 mm, R1 3 mm, L 10,2 mm, G 53 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 3 mm, L 10,2 mm, G 53 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za zaobljavanje 8 mm, R1 3 mm, L 10,2 mm, G 53 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-zaobljavanje-8-mm-r1-3-mm-l-102-mm-g-53-mm-bosch/,OK,"Glodala za zaobljavanje 8 mm, R1 3 mm, L 10,2 mm, G 53 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za zaobljavanje 8 mm, R1 3 mm, L 10,2 mm, G 53 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",149,155,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-15-mm-l-20-mm-g-51-mm-bosch/,product,200,,"Glodala za kanale 8 mm, D1 15 mm, L 20 mm, G 51 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 15 mm, L 20 mm, G 51 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za kanale 8 mm, D1 15 mm, L 20 mm, G 51 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-15-mm-l-20-mm-g-51-mm-bosch/,OK,"Glodala za kanale 8 mm, D1 15 mm, L 20 mm, G 51 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 15 mm, L 20 mm, G 51 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",142,148,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-12-mm-l-32-mm-g-62-mm-bosch/,product,200,,"Glodala za kanale 8 mm, D1 12 mm, L 32 mm, G 62 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 12 mm, L 32 mm, G 62 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za kanale 8 mm, D1 12 mm, L 32 mm, G 62 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-12-mm-l-32-mm-g-62-mm-bosch/,OK,"Glodala za kanale 8 mm, D1 12 mm, L 32 mm, G 62 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 12 mm, L 32 mm, G 62 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",142,148,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-8-mm-l-20-mm-g-51-mm-bosch/,product,200,,"Glodala za kanale 8 mm, D1 8 mm, L 20 mm, G 51 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 8 mm, L 20 mm, G 51 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za kanale 8 mm, D1 8 mm, L 20 mm, G 51 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-8-mm-l-20-mm-g-51-mm-bosch/,OK,"Glodala za kanale 8 mm, D1 8 mm, L 20 mm, G 51 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 8 mm, L 20 mm, G 51 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",141,147,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-12-mm-l-20-mm-g-51-mm-bosch/,product,200,,"Glodala za kanale 8 mm, D1 12 mm, L 20 mm, G 51 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 12 mm, L 20 mm, G 51 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za kanale 8 mm, D1 12 mm, L 20 mm, G 51 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-12-mm-l-20-mm-g-51-mm-bosch/,OK,"Glodala za kanale 8 mm, D1 12 mm, L 20 mm, G 51 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 12 mm, L 20 mm, G 51 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",142,148,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-22-mm-l-25-mm-g-56-mm-bosch/,product,200,,"Glodala za kanale 8 mm, D1 22 mm, L 25 mm, G 56 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 22 mm, L 25 mm, G 56 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za kanale 8 mm, D1 22 mm, L 25 mm, G 56 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-8-mm-d1-22-mm-l-25-mm-g-56-mm-bosch/,OK,"Glodala za kanale 8 mm, D1 22 mm, L 25 mm, G 56 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 8 mm, D1 22 mm, L 25 mm, G 56 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",142,148,TITLE_TOO_LONG
https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-12-mm-d1-10-mm-l-40-mm-g-81-mm-bosch/,product,200,,"Glodala za kanale 12 mm, D1 10 mm, L 40 mm, G 81 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 12 mm, D1 10 mm, L 40 mm, G 81 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.","Glodala za kanale 12 mm, D1 10 mm, L 40 mm, G 81 mm BOSCH",https://koncarelektro.rs/prodavnica/pribor/glodala-za-drvo/glodala-za-kanale-12-mm-d1-10-mm-l-40-mm-g-81-mm-bosch/,OK,"Glodala za kanale 12 mm, D1 10 mm, L 40 mm, G 81 mm BOSCH cena | Kupovina online - Končar Elektro -trgovina električnog, ručnog alata i pribora","Pogledajte Glodala za kanale 12 mm, D1 10 mm, L 40 mm, G 81 mm BOSCH po najboljoj ceni. Brza dostava i kupovina online. Garancija i podrška u Srbiji.",143,149,TITLE_TOO_LONG
